"FishCode","FishDesc","Consigned","Sold","LowPrice","AvgPrice","HighPrice","MonthNum","YearNum"
"FNWS","Blackback | small","156","154","0","1.3","1.6","5","2005"
"FPWL","Dab | large","10168","10168","1.7","2.21","3.34","5","2005"
"FPWM","Dab | medium","11956","11646","1.27","2","3","5","2005"
"FPWS","Dab | small","23200","23200","0.84","1.33","2.26","5","2005"
"FWWL","Greysole | large","1351","1351","3.05","4.49","5.55","5","2005"
"FWWM","Greysole | medium","7581","7581","2.4","3.15","4.31","5","2005"
"FWWP","Greysole | peewee","24840","24451","0.51","0.93","1.81","5","2005"
"FWWS","Greysole | small","61609","59970","1.05","1.6","2.69","5","2005"
"FWWX","Greysole | mixed","12","12","0.75","1.31","1.5","5","2005"
"FYWL","Yellowtail | large","846","826","0","0.86","1.85","5","2005"
"FYWS","Yellowtail | small","383","375","0","0.57","1.2","5","2005"
"GSE","Greysole | experimental","9568","8362","1.36","1.72","2.16","5","2005"
"HDDL","Haddock | large","17927","17344","1.7","2.08","3.34","5","2005"
"HDDS","Haddock | scrod","84868","84868","0.96","1.41","2.15","5","2005"
"HWSJ","Hake, white | sow","57322","57022","0.87","1.22","2.46","5","2005"
"HWSL","Hake, white | large","103310","100910","0.65","1.2","2.41","5","2005"
"HWSM","Hake, white | medium","22870","21165","0.51","1.07","1.97","5","2005"
"HWSS","Hake, white | small","4975","4975","0.34","0.87","1.45","5","2005"
"KUGX","Skatewing unclass. | mixed","61","0","0","0","0","5","2005"
"MKDL","Monkfish, dressed | large","11247","9770","1.25","1.36","1.4","5","2005"
"MKTL","Monkfish, tails | large","90559","89570","2.75","2.87","3.47","5","2005"
"MKTS","Monkfish, tails | small","50267","49349","0","2.68","2.85","5","2005"
"PADL","Pollock, Atl | large","70334","70334","0.97","1.23","1.91","5","2005"
"PADM","Pollock, Atl | medium","79889","79332","0.7","1.07","1.68","5","2005"
"PADS","Pollock, Atl | small","100154","99443","0.48","0.71","1.54","5","2005"
"POWX","Redfish | mixed","34648","34648","0.36","0.58","1.4","5","2005"
"CADL","Cod | large","72775","72775","1.3","1.68","3.41","6","2005"
"CADM","Cod | market","195124","192969","0.8","1.28","2.13","6","2005"
"CADS","Cod | scrod","2349","2343","0.7","1.01","1.41","6","2005"
"CKDX","Cusk | mixed","3044","2994","0.4","0.85","1.31","6","2005"
"CODX","Catfish, ocean | mixed","12454","11250","0.15","0.33","0.95","6","2005"
"FADM","Halibut, Atlantic | 50-85","53","53","4.05","4.05","4.05","6","2005"
"FADS","Halibut, Atlantic | 10-50","156","114","0","4.06","5.05","6","2005"
"FNWL","Blackback | large","7564","6072","0","1.03","2.26","6","2005"
"FNWS","Blackback | small","24","16","0","0.63","1","6","2005"
"FNWX","Blackback | mixed","6","0","0","0","0","6","2005"
"FPWL","Dab | large","10584","10145","1.11","1.65","2.6","6","2005"
"FPWM","Dab | medium","14114","13829","0.8","1.45","2.36","6","2005"
"FPWS","Dab | small","36698","34539","0.44","0.81","1.81","6","2005"
"FPWX","Dab | mixed","128","94","0","0.71","1.01","6","2005"
"FSWJ","Fluke | jumbo","64","64","1.44","1.44","1.44","6","2005"
"FSWL","Fluke | large","16","16","1.25","1.25","1.25","6","2005"
"FSWS","Fluke | small","1","0","0","0","0","6","2005"
"FWWL","Greysole | large","2125","2125","2.45","3.54","4.85","6","2005"
"FWWM","Greysole | medium","11969","11969","1.7","2.47","3.97","6","2005"
"FWWP","Greysole | peewee","51018","49092","0","0.7","1.82","6","2005"
"FWWS","Greysole | small","113578","110178","0.8","1.32","2.56","6","2005"
"FWWX","Greysole | mixed","168","164","0","0.92","1.21","6","2005"
"FYWL","Yellowtail | large","2069","1359","0","0.75","1.5","6","2005"
"FYWS","Yellowtail | small","185","174","0","0.54","1","6","2005"
"GSE","Greysole | experimental","36574","29073","0","1.13","2.22","6","2005"
"HDDL","Haddock | large","54905","51267","0.82","1.31","2.31","6","2005"
"HDDS","Haddock | scrod","109501","105562","0.6","1.01","1.94","6","2005"
"HWSJ","Hake, white | sow","49821","46833","0.43","1.11","1.9","6","2005"
"HWSL","Hake, white | large","110044","106701","0.5","0.96","1.92","6","2005"
"HWSM","Hake, white | medium","25825","24002","0.4","0.75","1.7","6","2005"
"HWSS","Hake, white | small","7907","7907","0.3","0.6","1.55","6","2005"
"KUGX","Skatewing unclass. | mixed","224","224","0.43","0.43","0.43","6","2005"
"MKDL","Monkfish, dressed | large","13208","12474","0","1.35","1.36","6","2005"
"MKDS","Monkfish, dressed | small","102","11","0","0.82","1","6","2005"
"MKTL","Monkfish, tails | large","96478","96330","2.68","2.81","3.2","6","2005"
"MKTS","Monkfish, tails | small","72362","67596","0","2.66","2.83","6","2005"
"PADL","Pollock, Atl | large","239112","229827","0.43","0.76","1.64","6","2005"
"PADM","Pollock, Atl | medium","73516","70828","0.34","0.73","1.51","6","2005"
"PADS","Pollock, Atl | small","59118","54287","0.31","0.51","1.45","6","2005"
"POWX","Redfish | mixed","32243","31493","0.29","0.51","1","6","2005"
"2ND","Seconds","80","40","0","0.42","0.42","7","2005"
"BFDX","Bluefish | mixed","195","98","0","0.68","0.9","7","2005"
"CADL","Cod | large","180261","179078","1.3","1.49","2.15","7","2005"
"CADM","Cod | market","274525","273297","0.89","1.34","2.3","7","2005"
"CADS","Cod | scrod","2257","1972","0","0.92","1.59","7","2005"
"CKDX","Cusk | mixed","1985","1985","0.5","0.78","1.12","7","2005"
"CODX","Catfish, ocean | mixed","15751","14273","0.15","0.62","1.32","7","2005"
"FADM","Halibut, Atlantic | 50-85","145","145","3.25","3.25","3.25","7","2005"
"FADS","Halibut, Atlantic | 10-50","257","257","3.75","4.53","5.3","7","2005"
"FNWL","Blackback | large","12109","9723","0","1.12","1.7","7","2005"
"FNWS","Blackback | small","376","269","0","0.46","0.6","7","2005"
"FNWX","Blackback | mixed","18","18","0.5","0.5","0.5","7","2005"
"FPWL","Dab | large","19763","18450","0.95","1.43","2.01","7","2005"
"FPWM","Dab | medium","23254","22890","0.8","1.23","1.74","7","2005"
"FPWS","Dab | small","60910","58734","0.4","0.8","1.36","7","2005"
"FPWX","Dab | mixed","75","42","0","0.64","0.81","7","2005"
"FSWJ","Fluke | jumbo","1222","1222","1.72","1.75","1.8","7","2005"
"FSWL","Fluke | large","1617","1617","1","1.62","1.8","7","2005"
"FSWM","Fluke | medium","188","188","1.1","1.74","1.8","7","2005"
"FSWS","Fluke | small","3","3","0.4","0.67","0.8","7","2005"
"FWWL","Greysole | large","2480","2273","1.75","3.25","3.96","7","2005"
"FWWM","Greysole | medium","11484","10108","1.51","2.16","2.55","7","2005"
"FWWP","Greysole | peewee","44631","38305","0.25","0.51","1.01","7","2005"
"FWWS","Greysole | small","108072","94298","0.6","1.14","1.87","7","2005"
"FWWX","Greysole | mixed","102","24","0","0.67","1","7","2005"
"FYWL","Yellowtail | large","2030","1521","0","0.56","0.8","7","2005"
"FYWS","Yellowtail | small","1731","1281","0","0.43","0.74","7","2005"
"FYWX","Yellowtail | mixed","49","49","0.4","0.49","0.6","7","2005"
"GSE","Greysole | experimental","3850","2401","0","0.82","1.35","7","2005"
"HDDL","Haddock | large","56361","50376","0.75","1.33","2.5","7","2005"
"HDDS","Haddock | scrod","138921","134328","0.65","0.84","1.1","7","2005"
"HSWX","Whiting | mixed","76","56","0","0.13","0.2","7","2005"
"HWSJ","Hake, white | sow","29788","29682","0.69","1.26","2.19","7","2005"
"HWSL","Hake, white | large","133308","129575","0.49","1","1.76","7","2005"
"HWSM","Hake, white | medium","40266","40235","0.45","0.7","1.57","7","2005"
"HWSS","Hake, white | small","7716","7710","0.3","0.6","1.18","7","2005"
"HWSX","Hake, white | mixed","4","4","0.1","0.14","0.25","7","2005"
"KUGX","Skatewing unclass. | mixed","19","9","0","0.1","0.1","7","2005"
"LBR","Lobster | boat run","13","13","4.5","4.5","4.5","7","2005"
"MKDL","Monkfish, dressed | large","4624","3210","0","1.3","1.35","7","2005"
"MKDS","Monkfish, dressed | small","315","9","0","0.61","0.75","7","2005"
"MKTL","Monkfish, tails | large","84785","77333","2.43","2.67","3.06","7","2005"
"MKTS","Monkfish, tails | small","61656","49871","2.25","2.49","2.64","7","2005"
"PADL","Pollock, Atl | large","318895","309208","0.35","0.42","0.61","7","2005"
"PADM","Pollock, Atl | medium","164392","164385","0.35","0.39","0.56","7","2005"
"PADS","Pollock, Atl | small","99735","99131","0.34","0.37","0.52","7","2005"
"POWX","Redfish | mixed","24225","13932","0.3","0.54","1","7","2005"
"SDWX","Shad | mixed","31","20","0","0.15","0.15","7","2005"
"SGWX","Dogfish (spiny), mixed","392","0","0","0","0","7","2005"
"BFDX","Bluefish | mixed","6","6","0.25","0.25","0.25","8","2005"
"CADL","Cod | large","34660","34304","1.3","1.79","3.3","8","2005"
"CADM","Cod | market","110941","108127","1.03","1.63","2.5","8","2005"
"CADS","Cod | scrod","1157","1121","0.6","1.17","1.61","8","2005"
"CKDX","Cusk | mixed","23428","20243","0","0.51","0.96","8","2005"
"CODX","Catfish, ocean | mixed","9079","8226","0","0.66","1.2","8","2005"
"FADM","Halibut, Atlantic | 50-85","218","218","5.55","5.93","6.1","8","2005"
"FADS","Halibut, Atlantic | 10-50","74","74","6","6.39","7","8","2005"
"FNWL","Blackback | large","2599","2590","0","1.88","2.26","8","2005"
"FNWS","Blackback | small","87","75","0","0.62","0.8","8","2005"
"FNWX","Blackback | mixed","7","7","0.7","0.7","0.7","8","2005"
"FPWL","Dab | large","23238","20329","0.8","1.6","2.34","8","2005"
"FPWM","Dab | medium","30533","28572","0.55","1.42","2.22","8","2005"
"FPWS","Dab | small","80171","73485","0.43","1.02","1.45","8","2005"
"FPWX","Dab | mixed","9","9","0.81","0.82","0.82","8","2005"
"FSWJ","Fluke | jumbo","648","648","1.55","1.7","1.94","8","2005"
"FSWL","Fluke | large","92","92","1.7","1.8","2.25","8","2005"
"FSWM","Fluke | medium","2","2","1","1","1","8","2005"
"FSWS","Fluke | small","9","9","1","1","1","8","2005"
"FSWX","Fluke | mixed","29","29","1.3","1.3","1.3","8","2005"
"FWWL","Greysole | large","1027","1009","0","2.98","3.75","8","2005"
"FWWM","Greysole | medium","5207","5106","1.7","2.41","3.72","8","2005"
"FWWP","Greysole | peewee","33640","30890","0.32","0.68","1.15","8","2005"
"FWWS","Greysole | small","73667","69630","0.65","1.34","1.81","8","2005"
"FWWX","Greysole | mixed","44","44","0.6","0.7","0.81","8","2005"
"FYWL","Yellowtail | large","301","301","0.4","0.83","1","8","2005"
"FYWS","Yellowtail | small","254","239","0","0.63","0.8","8","2005"
"FYWX","Yellowtail | mixed","7","7","0.6","0.6","0.6","8","2005"
"GSE","Greysole | experimental","808","808","0.81","1.07","1.4","8","2005"
"HDDL","Haddock | large","64716","56916","0.82","1.14","2.01","8","2005"
"HDDS","Haddock | scrod","85488","85488","0.59","0.78","1.2","8","2005"
"HSWX","Whiting | mixed","20","20","0.1","0.17","0.2","8","2005"
"HWSJ","Hake, white | sow","65812","63269","0.55","0.86","1.28","8","2005"
"HWSL","Hake, white | large","158246","154249","0.53","0.74","1.21","8","2005"
"HWSM","Hake, white | medium","67879","66495","0.49","0.64","1.13","8","2005"
"HWSS","Hake, white | small","8887","8813","0","0.46","0.76","8","2005"
"LBR","Lobster | boat run","13","0","0","0","0","8","2005"
"MKTL","Monkfish, tails | large","88732","77287","2.4","2.61","3.11","8","2005"
"MKTS","Monkfish, tails | small","64211","57781","2.1","2.41","2.61","8","2005"
"PADL","Pollock, Atl | large","116590","111108","0.43","0.75","1.08","8","2005"
"PADM","Pollock, Atl | medium","96505","95968","0.38","0.56","0.91","8","2005"
"PADS","Pollock, Atl | small","46434","46361","0.38","0.49","0.81","8","2005"
"POWX","Redfish | mixed","39909","39711","0.35","0.51","0.95","8","2005"
"QIWX","Squid illex | mixed","65","65","0.15","0.15","0.15","8","2005"
"SDWX","Shad | mixed","13","13","0.1","0.23","0.25","8","2005"
"TFDL","Tilefish | large","9","9","2.8","2.8","2.8","8","2005"
"BTF","Butterfish","50","50","0.3","0.3","0.3","9","2005"
"CADL","Cod | large","20788","20267","1.05","2.01","3.16","9","2005"
"CADM","Cod | market","57594","47804","0.75","1.74","2.5","9","2005"
"CADS","Cod | scrod","2254","2217","0","0.74","1.7","9","2005"
"CKDX","Cusk | mixed","11550","10315","0.3","0.56","1.13","9","2005"
"CODX","Catfish, ocean | mixed","2307","2301","0.61","1.25","1.76","9","2005"
"EEL","Eel","4","0","0","0","0","9","2005"
"EXP","Experimental Species","36","36","1.26","1.26","1.26","9","2005"
"FADM","Halibut, Atlantic | 50-85","188","188","5","5.48","6.4","9","2005"
"FADS","Halibut, Atlantic | 10-50","119","119","5.5","5.7","6.01","9","2005"
"FNWL","Blackback | large","130","124","0","1.26","1.75","9","2005"
"FNWS","Blackback | small","10","7","0","0.4","0.4","9","2005"
"FNWX","Blackback | mixed","8","8","0.4","0.55","0.8","9","2005"
"FPWL","Dab | large","25798","25468","1.18","1.68","2.31","9","2005"
"FPWM","Dab | medium","34499","34383","0.9","1.46","2.25","9","2005"
"FPWS","Dab | small","87640","83941","0.55","1.27","2.12","9","2005"
"FPWX","Dab | mixed","19","19","0.86","0.86","0.86","9","2005"
"FSWJ","Fluke | jumbo","73","73","2.07","2.07","2.07","9","2005"
"FSWL","Fluke | large","19","19","1.51","1.51","1.51","9","2005"
"FWWL","Greysole | large","718","656","2.05","3.91","5.3","9","2005"
"FWWM","Greysole | medium","4193","4193","2.05","2.9","5","9","2005"
"FWWP","Greysole | peewee","31744","29340","0.35","0.77","1.82","9","2005"
"FWWS","Greysole | small","65032","62210","0.87","1.57","2.27","9","2005"
"FWWX","Greysole | mixed","10","10","0.6","0.83","0.9","9","2005"
"FYWL","Yellowtail | large","74","73","0","0.44","0.7","9","2005"
"FYWS","Yellowtail | small","20","18","0","0.45","0.7","9","2005"
"GSE","Greysole | experimental","4172","187","0","1.09","1.21","9","2005"
"HDDL","Haddock | large","96382","82237","0.8","1.17","1.8","9","2005"
"HDDS","Haddock | scrod","51827","51192","0.68","0.9","1.34","9","2005"
"HWSJ","Hake, white | sow","46235","44764","0.85","1.47","2.39","9","2005"
"HWSL","Hake, white | large","106878","101004","0.33","1.25","2.1","9","2005"
"HWSM","Hake, white | medium","56793","56327","0.38","1.02","1.91","9","2005"
"HWSS","Hake, white | small","7664","7569","0.4","0.65","1.22","9","2005"
"LBR","Lobster | boat run","15","15","5","5","5","9","2005"
"LMP","Lumpfish","1","1","0.2","0.2","0.2","9","2005"
"MKDL","Monkfish, dressed | large","2765","985","0","1.15","1.15","9","2005"
"MKDS","Monkfish, dressed | small","6","6","1.15","1.15","1.15","9","2005"
"MKLX","Monkfish, livers | mixed","4197","3341","0","1.81","3.9","9","2005"
"MKTL","Monkfish, tails | large","94902","86677","1.75","2.71","3.26","9","2005"
"MKTS","Monkfish, tails | small","68653","67949","1.58","2.47","3.03","9","2005"
"PADL","Pollock, Atl | large","105207","103878","0.63","0.9","1.8","9","2005"
"PADM","Pollock, Atl | medium","178475","175965","0.25","0.58","1.81","9","2005"
"PADS","Pollock, Atl | small","165222","163302","0.35","0.47","1.15","9","2005"
"POWX","Redfish | mixed","41627","41002","0.24","0.52","1.1","9","2005"
"QIWX","Squid illex | mixed","634","634","0.85","0.85","0.85","9","2005"
"SKS","Shark porbeagle | < 39","25","0","0","0","0","9","2005"
"SPSJ","Shark porbeagle | 130+","198","0","0","0","0","9","2005"
"SPSM","Shark porbeagle | 40-79","317","317","0.8","0.8","0.8","9","2005"
"TFDL","Tilefish | large","12","0","0","0","0","9","2005"
"TFDM","Tilefish | medium","3","0","0","0","0","9","2005"
"TLK","Tilefish | kitten","2","0","0","0","0","9","2005"
"CADL","Cod | large","15587","15587","1.4","2.39","4.85","10","2005"
"CADM","Cod | market","33115","32811","1.23","1.85","3.04","10","2005"
"CADS","Cod | scrod","495","478","0","1.54","2.3","10","2005"
"CKDX","Cusk | mixed","4756","4682","0","0.65","1.51","10","2005"
"CODX","Catfish, ocean | mixed","1585","1585","0.5","1.61","2.55","10","2005"
"FADM","Halibut, Atlantic | 50-85","63","0","0","0","0","10","2005"
"FADS","Halibut, Atlantic | 10-50","304","255","0","5.84","6.21","10","2005"
"FNWL","Blackback | large","2050","2048","0","2.4","2.8","10","2005"
"FNWS","Blackback | small","46","46","0.4","1.11","1.31","10","2005"
"FPWL","Dab | large","19556","19556","1.3","1.89","3.51","10","2005"
"FPWM","Dab | medium","27281","27005","0.85","1.6","3.37","10","2005"
"FPWS","Dab | small","60406","60406","0.78","1.36","2.69","10","2005"
"FPWX","Dab | mixed","12","12","1","1","1","10","2005"
"FSWM","Fluke | medium","2","0","0","0","0","10","2005"
"FSWS","Fluke | small","1","0","0","0","0","10","2005"
"FTWX","Turbot | mixed","3","3","0.4","0.4","0.4","10","2005"
"FWWL","Greysole | large","488","488","3","4.92","5.96","10","2005"
"FWWM","Greysole | medium","2762","2751","2.25","3.6","5.18","10","2005"
"FWWP","Greysole | peewee","26608","25533","0.5","1.03","1.6","10","2005"
"FWWS","Greysole | small","51320","51320","0.92","1.72","2.65","10","2005"
"FWWX","Greysole | mixed","12","12","0.81","1.07","1.15","10","2005"
"FYWL","Yellowtail | large","83","71","0","1.63","2.05","10","2005"
"FYWS","Yellowtail | small","11","11","0.6","0.62","0.8","10","2005"
"GSE","Greysole | experimental","836","60","0","1.7","1.75","10","2005"
"HDDL","Haddock | large","98480","75051","0.94","1.67","2.69","10","2005"
"HDDS","Haddock | scrod","47844","47244","0.8","1.41","2.11","10","2005"
"HWSJ","Hake, white | sow","33324","31292","0.85","1.53","3.32","10","2005"
"HWSL","Hake, white | large","87163","82379","0.8","1.25","3.05","10","2005"
"HWSM","Hake, white | medium","48738","47504","0.61","1.02","2.67","10","2005"
"HWSS","Hake, white | small","6114","6114","0.45","0.95","1.63","10","2005"
"KUGX","Skatewing unclass. | mixed","32","32","0.65","0.65","0.65","10","2005"
"MKDL","Monkfish, dressed | large","1288","1205","0","1.4","1.65","10","2005"
"MKDS","Monkfish, dressed | small","32","32","0.9","0.9","0.9","10","2005"
"MKLX","Monkfish, livers | mixed","4705","4010","0","2.44","3.01","10","2005"
"MKTL","Monkfish, tails | large","73691","68772","2.66","3.11","4.99","10","2005"
"MKTS","Monkfish, tails | small","40681","37550","2.4","2.89","3.54","10","2005"
"PADL","Pollock, Atl | large","110005","104485","0.41","0.83","1.57","10","2005"
"PADM","Pollock, Atl | medium","227238","227238","0.43","0.6","1.38","10","2005"
"PADS","Pollock, Atl | small","192786","191586","0.45","0.53","1.31","10","2005"
"POWX","Redfish | mixed","35867","35867","0.38","0.63","1.55","10","2005"
"SPSL","Shark porbeagle | 80-129","196","196","0.95","0.97","1","10","2005"
"CADL","Cod | large","23173","23173","1.7","2.31","3.26","11","2005"
"CADM","Cod | market","36150","36066","1.35","1.9","2.78","11","2005"
"CADS","Cod | scrod","1077","1077","1","1.53","1.86","11","2005"
"CKDX","Cusk | mixed","5610","5606","0.53","0.86","1.11","11","2005"
"CODX","Catfish, ocean | mixed","1202","1202","0.46","1.36","2.35","11","2005"
"FADM","Halibut, Atlantic | 50-85","116","116","6.5","6.5","6.51","11","2005"
